"host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable","fully_booked_30"
"550019875","2023/12/08","within an hour",90,56,"t",4,"['email', 'phone']",-33.87458,18.49401,"Private room",4,1.5,2,2,703,2,30,2,30,14,0.73,5,"f","no"
"182004941","2018/04/02","within an hour",100,100,"f",2,"['email', 'phone']",-34.15325,18.88819,"Entire home/apt",3,1,2,2,441,3,60,3,60,59,1.27,4.56,"f","yes"
"57706883","2016/02/07","within a day",100,75,"f",1,"['email', 'phone']",-33.91473502,18.39374591,"Entire home/apt",2,1,1,1,1138,2,40,2,40,8,0.78,4.88,"f","no"
"488984945","2022/11/24","within an hour",100,100,"f",1,"['email', 'phone']",-33.90998528,18.39507859,"Entire home/apt",4,1,1,2,1098,3,365,2.1,365,1,0.81,4,"f","no"
"154279050","2017/10/12","within an hour",100,100,"f",37,"['email', 'phone', 'work_email']",-33.92483773,18.37799551,"Entire home/apt",4,2,2,2,4777,1,365,3.3,365,39,1.08,4.9,"t","no"
"24743632","2014/12/11","within an hour",100,94,"t",9,"['email', 'phone', 'work_email']",-33.90885,18.42255,"Entire home/apt",4,2.5,2,3,3652,60,365,56.2,365,2,0.07,5,"f","no"
"487141754","2022/11/10","within a day",67,20,"f",1,"['email', 'phone']",-34.12788,18.42131,"Entire home/apt",6,2,3,3,3506,2,30,2,30,2,0.09,5,"f","no"
"553491","2011/05/03","within an hour",100,92,"f",1,"['email', 'phone']",-33.92623965,18.41065981,"Entire home/apt",4,1,2,3,1900,1,365,1,365,3,2.81,5,"f","no"
"17485232","2014/07/01","within a few hours",100,79,"f",3,"['email', 'phone']",-34.0082539,18.3443617,"Private room",2,1,1,1,1300,1,365,1,365,15,1.42,4.73,"f","no"
"451190379","2022/03/25","within an hour",90,50,"f",1,"['email', 'phone']",-33.81115,18.51258,"Entire home/apt",6,2,3,3,1876,1,365,1,365,2,1.36,3,"f","yes"
"63030788","2016/03/15","within a few hours",88,50,"f",2,"['email', 'phone']",-33.96810748,18.46968133,"Entire home/apt",2,1,1,1,957,3,365,3,365,22,0.97,4.86,"f","yes"
"31361707","2015/04/16","within an hour",100,84,"t",63,"['email', 'phone']",-33.9204512,18.4243592,"Entire home/apt",2,1,1,1,987,3,120,3.9,120,1,0.31,5,"f","no"
"41185132","2015/08/11","within a day",100,67,"f",1,"['email', 'phone']",-34.03689,18.45136,"Entire home/apt",6,1,4,6,3500,7,15,7,15,5,0.04,4.8,"f","yes"
"57824626","2016/02/08","within an hour",100,99,"t",73,"['email', 'phone']",-33.917587,18.42168,"Entire home/apt",2,1,1,1,2250,1,1125,1,1125,121,2.94,4.86,"f","no"
"74394276","2016/05/28","within a day",100,92,"t",2,"['email', 'phone']",-33.96394,18.38288,"Entire home/apt",10,5,5,5,14856,3,1125,3,1125,142,1.4,4.96,"f","no"
"162496592","2017/12/13","within an hour",100,100,"f",1,"['phone', 'work_email']",-33.91854,18.41198,"Entire home/apt",2,1,0,1,450,2,1125,2,1125,47,0.52,4.7,"t","yes"
"24213762","2014/11/27","within a day",100,60,"f",2,"['email', 'phone']",-33.93452,18.4029,"Entire home/apt",2,1,1,2,1512,14,300,2.9,300,20,0.19,4.55,"f","no"
"469764577","2022/07/16","within a few hours",100,93,"t",27,"['email', 'phone']",-33.963781,18.3833954,"Entire home/apt",4,3,3,5,6016,2,365,2.2,365,19,1.37,4.84,"f","no"
"57218261","2016/02/03","within an hour",100,90,"f",176,"['phone']",-33.91566849,18.41658974,"Entire home/apt",4,2,2,2,2586,4,1125,3.4,1125,101,1.12,4.88,"f","no"
"8111743","2013/08/12","within a few hours",100,94,"f",2,"['email', 'phone']",-33.97585,18.46058,"Entire home/apt",6,2.5,3,4,5489,5,90,5,90,16,0.17,5,"f","yes"
"310857387","2019/11/20","within an hour",80,91,"f",10,"['phone']",-33.88947,18.51032,"Entire home/apt",2,1,1,1,1561,1,365,1,365,1,0.04,3,"t","no"
"100648741","2016/10/21","within an hour",100,100,"t",5,"['phone']",-33.89367,18.50843,"Entire home/apt",4,2,2,2,2369,2,1125,2,1125,20,0.38,4.75,"f","no"
"13252085","2014/03/18","within an hour",100,100,"f",2,"['email', 'phone', 'work_email']",-34.10372,18.4711,"Entire home/apt",7,2,3,5,1268,3,1125,3,1125,63,0.89,4.81,"t","no"
"6632498","2013/05/29","within an hour",96,94,"t",75,"['email', 'phone']",-33.9127175,18.41151114,"Entire home/apt",12,5,6,6,16302,3,90,3.9,90,8,0.71,5,"f","no"
"544101751","2023/10/30","within an hour",100,75,"f",28,"['phone']",-33.91676462,18.42029658,"Entire home/apt",2,1,1,1,1362,2,365,2.4,365,42,1.31,5,"f","no"
"415211925","2021/07/26","within an hour",90,92,"f",7,"['email', 'phone']",-33.9010705,18.4026727,"Entire home/apt",4,2,2,1,3060,1,30,1,30,159,5.19,4.75,"f","no"
"280368552","2019/07/29","within a day",63,45,"f",6,"['email', 'phone']",-33.97637,18.46574,"Entire home/apt",2,1,1,1,798,1,365,1,365,6,1.68,4.67,"f","no"
"27206596","2015/02/04","within an hour",100,94,"t",3,"['email', 'phone']",-33.92863746,18.42074206,"Entire home/apt",4,2,2,2,1576,4,1125,4.8,1125,17,0.55,4.82,"f","no"
"179297250","2018/03/19","within an hour",100,100,"t",1,"['phone']",-33.96783,18.47354,"Entire home/apt",4,2,2,3,1795,3,150,3,1125,59,1.46,4.97,"f","no"
"495109352","2023/01/09","within an hour",100,100,"t",4,"['email', 'phone']",-33.89199,18.5079,"Entire home/apt",6,2.5,3,3,3959,2,28,2,1125,11,1.07,4.82,"f","no"
"689001251","2025/04/09","within an hour",100,100,"f",1,"['email', 'phone']",-34.1411318,18.32815522,"Entire home/apt",4,2,2,3,1980,2,28,2,28,5,4.17,5,"f","no"
"189455300","2018/05/14","within an hour",100,100,"f",4,"['email', 'phone']",-33.88643,18.69957,"Entire home/apt",4,1,2,3,1508,1,1125,1.3,731,15,0.22,4.47,"t","no"
"158923251","2017/11/16","within an hour",100,90,"t",1,"['email', 'phone']",-33.79584,18.46045,"Entire home/apt",3,1.5,1,3,1072,2,30,2,1125,84,0.89,4.99,"t","no"
"132427555","2017/05/29","within an hour",100,92,"t",10,"['email', 'phone']",-33.9119984,18.3898183,"Entire home/apt",2,1,1,1,1089,2,365,2,365,25,2.32,5,"f","no"
"248161902","2019/03/11","within an hour",100,96,"f",12,"['email', 'phone']",-33.9088892,18.3995789,"Entire home/apt",2,1,1,1,2072,1,40,1,1125,20,0.96,4.95,"f","no"
"57797280","2016/02/07","within an hour",100,100,"f",2,"['email', 'phone', 'work_email']",-34.04267,18.42901,"Entire home/apt",2,1,1,1,1081,3,120,3,1125,53,0.57,4.96,"f","no"
"52618755","2015/12/29","within a few hours",100,60,"f",1,"['email', 'phone']",-33.92046,18.42393,"Entire home/apt",4,2,2,3,1853,2,100,2,100,28,0.28,4.75,"f","no"
"574375220","2024/04/26","within an hour",100,94,"f",2,"['email', 'phone']",-33.92334,18.38216,"Entire home/apt",2,1,1,1,1085,2,365,2,365,13,1.18,4.62,"f","no"
"22365339","2014/10/10","within an hour",100,100,"f",5,"['email', 'phone']",-34.20785,18.4548,"Entire home/apt",5,1,2,3,1388,1,1125,1.2,1125,90,0.73,4.68,"f","no"
"15775842","2014/05/20","within an hour",100,94,"t",1,"['email', 'phone']",-33.92166,18.38235,"Entire home/apt",3,1,1,1,2283,5,365,5,365,34,1.03,4.94,"f","no"
"39174889","2015/07/21","within an hour",100,89,"t",62,"['email', 'phone', 'work_email']",-33.9533518,18.3800734,"Entire home/apt",4,2,2,2,4364,1,1125,2,1125,71,2.95,4.82,"f","no"
"22949907","2014/10/25","within a few hours",100,82,"f",3,"['email', 'phone']",-34.11018,18.46533,"Entire home/apt",8,4,4,5,4995,2,30,2,30,5,0.05,5,"f","no"
"23599157","2014/11/11","within an hour",100,99,"f",9,"['email', 'phone']",-33.95142149,18.37920943,"Entire home/apt",8,3,4,5,6594,2,365,2,365,15,1.11,4.87,"f","no"
"26938206","2015/01/30","within an hour",99,96,"t",9,"['email', 'phone', 'work_email']",-33.90819,18.41037,"Entire home/apt",2,1,1,1,1569,2,28,2,1125,332,2.9,4.81,"f","no"
"130575715","2017/05/16","within a few hours",100,100,"f",1,"['email', 'phone', 'work_email']",-34.13110555,18.39788628,"Entire home/apt",11,3.5,6,12,10500,10,20,10,20,1,0.11,4,"f","yes"
"445649330","2022/02/18","within an hour",100,100,"f",38,"['email', 'phone']",-33.919079,18.4200243,"Entire home/apt",2,1,0,1,2722,2,1125,2,108.4,7,2.41,4.86,"t","no"
"108583636","2016/12/26","within a day",100,20,"f",2,"['email', 'phone']",-34.02278,18.35404,"Entire home/apt",2,1,1,1,1050,1,7,1,7,50,0.87,4.74,"f","yes"
"106630961","2016/12/08","within a few hours",100,78,"t",2,"['email', 'phone']",-34.19818711,18.37757608,"Entire home/apt",8,4,4,4,5979,2,1125,2,1125,54,1.65,4.96,"f","no"
"12954577","2014/03/09","within an hour",100,100,"t",2,"['email', 'phone']",-33.94368,18.42117,"Entire home/apt",2,1,1,1,785,2,90,2.6,90,111,1.18,4.94,"t","no"
"25679110","2015/01/06","within a few hours",96,73,"t",33,"['email', 'phone', 'work_email']",-34.02625,18.41625,"Entire home/apt",10,4.5,5,5,13500,3,30,3.6,30,2,0.22,5,"f","yes"
"203004880","2018/07/17","within an hour",100,88,"t",4,"['email', 'phone', 'work_email']",-33.9098381,18.4035128,"Entire home/apt",4,2,2,2,2412,2,1125,2,1125,2,2,5,"f","yes"
"551075160","2023/12/15","within an hour",100,100,"f",46,"['phone']",-33.91289,18.39192,"Entire home/apt",2,1,0,1,1320,1,60,1.9,1125,11,0.54,4.82,"f","no"
"99626870","2016/10/14","within an hour",100,82,"f",1,"['email', 'phone']",-33.9266902,18.4540438,"Entire home/apt",2,1,0,1,785,1,60,1,1125,5,0.97,4.8,"t","no"
"77323667","2016/06/12","within a few hours",100,92,"f",4,"['email', 'phone']",-33.99624,18.4687,"Private room",1,1,1,1,457,5,1125,5,1125,20,0.17,4.85,"f","yes"
"20218151","2014/08/18","within an hour",100,63,"t",49,"['email', 'phone']",-33.9190941,18.420038,"Entire home/apt",4,2,2,2,1950,1,365,1,365,11,0.92,4.73,"f","no"
"231430705","2018/12/19","within a day",90,59,"t",1,"['phone']",-33.9859279,18.467898,"Entire home/apt",4,2,2,2,2000,3,60,3,60,7,0.74,4.86,"f","no"
"656775045","2024/10/12","within an hour",100,100,"f",1,"['email', 'phone']",-34.13482974,18.84484327,"Entire home/apt",6,2,3,3,1500,3,365,3,365,2,0.32,4,"f","no"
"12729713","2014/03/02","within a day",97,82,"t",32,"['email', 'phone']",-33.92465,18.37735,"Entire home/apt",4,2,2,2,3200,4,350,4,350,126,1.26,4.9,"f","no"
"50749768","2015/12/07","within an hour",100,100,"f",1,"['email', 'phone', 'work_email']",-33.92039,18.42282,"Entire home/apt",4,2,2,3,1304,7,1125,2.7,1125,14,0.15,4.86,"f","no"
"84304800","2016/07/17","within an hour",100,100,"f",1,"['email', 'phone']",-34.14294,18.43272,"Entire home/apt",4,2,2,2,1929,3,90,3,90,43,0.4,5,"f","no"
"87234134","2016/08/01","within an hour",100,94,"f",13,"['email', 'phone']",-33.9118761,18.3922077,"Entire home/apt",4,2,2,3,1990,1,365,3.7,365,19,0.85,4.89,"t","no"
"148487869","2017/08/31","within an hour",83,29,"f",1,"['email', 'phone']",-34.14943,18.88644,"Entire home/apt",4,1,2,0,984,2,1125,2.9,1125,4,0.29,5,"f","no"
"49858641","2015/11/25","within an hour",100,92,"t",5,"['email', 'phone']",-33.92705,18.41513,"Entire home/apt",4,1.5,2,3,1595,2,365,2,365,3,0.28,5,"f","yes"
"93306945","2016/09/03","a few days or more",0,50,"f",3,"['email', 'phone', 'work_email']",-34.01142,18.33491,"Entire home/apt",2,1,1,1,1645,7,365,7,365,1,0.05,5,"f","no"
"95387909","2016/09/16","within a few hours",100,100,"f",1,"['email', 'phone']",-34.12215,18.40079,"Entire home/apt",2,1,1,4,600,2,24,1.3,24,7,0.56,4.71,"f","no"
"7231037","2013/07/02","within a few hours",100,86,"t",5,"['email', 'phone']",-33.96724,18.38102,"Private room",1,1,1,1,1321,1,365,1,365,17,0.5,4.94,"f","yes"
"488733987","2022/11/22","within an hour",91,99,"t",47,"['phone']",-33.9110451,18.3922732,"Entire home/apt",2,1,0,1,1537,1,60,1.9,1125,24,0.73,4.79,"t","no"
"55519022","2016/01/21","within an hour",100,100,"t",2,"['email', 'phone']",-33.95784099,18.38205446,"Entire home/apt",4,2,2,2,4269,1,30,2,30,22,1.03,4.95,"f","no"
"112384862","2017/01/20","within an hour",100,100,"t",2,"['email', 'phone']",-34.00976,18.34979,"Entire home/apt",4,1,1,3,1096,2,1125,2,1125,93,0.93,4.91,"t","no"
"579161522","2024/05/23","within an hour",99,97,"f",41,"['email', 'phone']",-33.91835,18.42235,"Entire home/apt",2,1,1,1,1652,2,90,2,1125,15,1.14,4.67,"t","no"
"218745893","2018/10/04","within an hour",100,96,"t",148,"['phone', 'work_email']",-33.9128407,18.4183492,"Entire home/apt",2,1,1,1,1577,2,1125,2,1125,93,3.78,4.85,"f","no"
"26212816","2015/01/16","within a few hours",100,83,"f",1,"['email', 'phone']",-33.94426,18.41626,"Entire home/apt",8,4.5,4,4,28572,1,1125,1,1125,6,0.18,4.83,"f","no"
"37302908","2015/07/02","within a few hours",100,91,"t",1,"['email', 'phone']",-33.94319,18.41938,"Entire home/apt",3,2,2,2,1045,4,45,4,45,27,0.99,4.96,"f","yes"
"599424440","2024/09/01","within a day",100,100,"f",1,"['email', 'phone']",-33.99173,18.48987,"Entire home/apt",4,1,2,2,936,3,730,3,730,10,0.96,4.2,"f","no"
"60463530","2016/02/26","within an hour",100,97,"t",1,"['email', 'phone']",-34.05606,18.85284,"Entire home/apt",2,1,0,1,690,3,180,3,1125,150,2.04,4.94,"f","no"
"708284220","2025/07/19","within an hour",100,95,"f",15,"['email', 'phone']",-33.92645,18.44667,"Entire home/apt",4,1,2,4,1482,1,1125,1,339.1,5,5,3.4,"t","no"
"85067840","2016/07/21","within an hour",100,98,"f",2,"['email', 'phone']",-33.91677666,18.38902836,"Entire home/apt",2,1,0,1,564,2,365,2,365,2,0.34,3.5,"f","no"
"469243942","2022/07/13","within an hour",100,79,"t",1,"['phone']",-34.05377,18.60308,"Private room",2,1.5,1,1,488,2,100,2,100,31,0.79,5,"f","no"
"147466898","2017/08/24","within an hour",100,100,"f",2,"['email', 'phone']",-33.89338,18.48213,"Entire home/apt",2,1,1,1,1976,1,1125,1,731,6,0.11,3.83,"t","no"
"142588745","2017/07/26","within an hour",100,80,"f",1,"['email', 'phone']",-33.9338954,18.4114158,"Entire home/apt",4,1,2,2,1900,3,30,3,30,11,0.33,4.64,"f","no"
"32045544","2015/04/27","within an hour",100,84,"f",2,"['email', 'phone']",-33.90823,18.40422,"Private room",2,1.5,1,1,543,3,1125,3,1125,113,0.95,4.84,"f","no"
"78620224","2016/06/19","within an hour",100,100,"t",1,"['email', 'phone']",-34.14068,18.42534,"Entire home/apt",2,1,0,1,477,3,1125,3,1125,177,2.07,4.93,"f","no"
"478510360","2022/09/07","within a day",61,64,"f",33,"['email', 'phone']",-33.81779,18.47499,"Entire home/apt",4,1,2,2,2106,1,1125,2,1125,5,0.23,5,"t","no"
"214390616","2018/09/09","within an hour",100,100,"f",1,"['email', 'phone']",-33.9354956,18.4308571,"Entire home/apt",2,1,1,1,1142,2,12,2,12,1,0.5,5,"f","no"
"53390430","2016/01/05","within an hour",100,97,"t",1,"['email', 'phone']",-34.08334,18.85821,"Entire home/apt",4,2,2,2,2250,2,1125,2,1125,51,0.51,4.94,"t","no"
"39336845","2015/07/23","within an hour",100,99,"t",25,"['email', 'phone']",-33.92757,18.41305,"Entire home/apt",4,2,2,2,2839,4,365,4,365,22,0.55,4.91,"f","no"
"4065756","2012/11/05","within an hour",100,100,"t",1,"['email', 'phone']",-33.93915,18.42456,"Entire home/apt",2,1,1,2,870,2,330,2,330,293,1.88,4.91,"t","no"
"707274091","2025/07/14","within an hour",100,100,"f",1,"['email', 'phone']",-33.920449,18.4097909,"Entire home/apt",6,2,3,3,2235,1,365,1.2,1125,6,2.77,4.67,"t","no"
"437836012","2021/12/28","within an hour",100,99,"f",165,"['email', 'phone']",-33.9182604,18.4179181,"Entire home/apt",2,1,1,1,920,1,365,3.8,365,20,1.19,4.55,"t","no"
"24315456","2014/11/30","within an hour",100,84,"t",1,"['email', 'phone', 'work_email']",-33.917,18.42055,"Entire home/apt",4,2,2,2,3050,3,365,3,365,73,1.66,4.9,"f","no"
"30630967","2015/04/05","within an hour",100,97,"t",1,"['email', 'phone']",-34.11994588,18.45470779,"Entire home/apt",10,4,5,6,5722,4,30,4,30,18,1.75,4.94,"f","no"
"282490870","2019/08/04","within an hour",100,100,"f",1,"['email', 'phone', 'work_email']",-34.05131,18.46027,"Entire home/apt",2,1,1,1,1045,3,160,3,160,22,0.3,4.91,"f","no"
"675995921","2025/01/30","within an hour",99,99,"f",6,"['email', 'phone']",-33.9274511,18.425217,"Entire home/apt",4,2,2,2,5715,1,365,1,365,18,2.56,4.67,"t","no"
"379251081","2020/12/10","within a day",75,91,"f",2,"['email', 'phone']",-34.10024716,18.36884333,"Entire home/apt",6,2.5,3,3,4531,3,30,3,30,4,0.66,5,"f","no"
"20600739","2014/08/27","within an hour",100,90,"f",109,"['email', 'phone', 'work_email']",-33.94517,18.47067,"Entire home/apt",2,1,1,1,1139,2,365,2.3,1031.3,36,0.9,4.86,"t","no"
"500875042","2023/02/13","within an hour",100,92,"t",1,"['email', 'phone']",-33.71117959,18.44558178,"Entire home/apt",4,1.5,2,3,1155,2,90,2,90,35,1.11,5,"f","no"
"156363198","2017/10/26","within a few hours",100,70,"f",1,"['email', 'phone']",-33.92411,18.41554,"Entire home/apt",2,1,1,1,1030,1,1125,2.4,1125,14,0.17,4.86,"f","no"
"45425083","2015/09/30","within an hour",100,53,"f",5,"['email', 'phone']",-33.96338,18.37782,"Entire home/apt",4,2,2,2,1975,2,1125,2,1125,3,0.04,4.67,"f","yes"
"154279050","2017/10/12","within an hour",100,100,"f",37,"['email', 'phone', 'work_email']",-33.92844052,18.40901716,"Entire home/apt",2,1,1,2,1215,2,365,2.4,365,1,0.09,5,"t","no"
"772949","2011/07/03","within an hour",100,100,"t",5,"['email', 'phone']",-33.9158287,18.41703033,"Entire home/apt",6,3,3,3,3530,1,1125,3.7,1125,199,1.68,4.89,"f","no"
"49996490","2015/11/27","within a few hours",100,89,"f",1,"['email', 'phone', 'work_email']",-34.10154808,18.47009691,"Entire home/apt",7,2,3,6,1849,2,365,2,365,5,0.97,5,"f","no"
"36975385","2015/06/28","within an hour",100,100,"f",5,"['email', 'phone', 'work_email']",-33.96238,18.37623,"Entire home/apt",6,3,3,3,5999,1,1125,3.3,731,3,0.03,5,"t","yes"
"657595128","2024/10/17","within an hour",100,95,"t",8,"['email', 'phone']",-33.92618018,18.41316573,"Entire home/apt",2,1,1,1,1638,2,60,2,1125,15,1.38,4.93,"f","no"
"27980274","2015/02/19","within an hour",100,100,"t",2,"['email', 'phone', 'work_email']",-34.01283833,18.36506166,"Entire home/apt",2,1,1,1,1298,3,90,3.2,1125,4,0.58,5,"f","yes"
"50622026","2015/12/06","within an hour",100,100,"t",2,"['email', 'phone', 'work_email']",-34.13989,18.32307,"Entire home/apt",6,1,2,5,2463,3,62,3,62,222,2.31,4.91,"f","yes"
"156919","2010/07/02","within an hour",100,74,"t",8,"['email', 'phone']",-33.81963,18.48455,"Entire home/apt",2,1,1,2,1085,2,730,2,730,31,0.18,4.69,"f","no"
"27398472","2015/02/08","within a few hours",100,83,"t",1,"['email', 'phone', 'work_email']",-33.93713673,18.46803,"Entire home/apt",4,1,2,2,1681,2,365,2,365,6,1.57,4.83,"f","no"
"360016321","2020/08/02","within a day",100,75,"f",2,"['email', 'phone']",-33.95184,18.48282,"Entire home/apt",5,2,4,4,2157,7,365,7,365,2,0.22,4.5,"f","yes"
"165373831","2018/01/02","within a day",80,69,"f",3,"['email', 'phone']",-34.13197758,18.39107245,"Entire home/apt",8,4,4,6,4060,3,365,3,365,3,0.32,4.67,"f","no"
"16754715","2014/06/13","within an hour",100,95,"t",4,"['email', 'phone', 'work_email']",-33.93025,18.40027,"Entire home/apt",2,1,1,2,1062,2,120,4.3,1125,134,1,4.9,"f","no"
"383440883","2021/01/07","within an hour",100,92,"f",1,"['email', 'phone']",-33.92861,18.42142,"Entire home/apt",2,1,1,1,1228,2,1125,2,1125,62,1.81,4.6,"f","yes"
"38276442","2015/07/12","within an hour",100,100,"f",8,"['email', 'phone']",-33.92234,18.38644,"Entire home/apt",12,4,5,11,20822,3,90,3,90,2,0.03,4,"f","no"
"57218261","2016/02/03","within an hour",100,90,"f",176,"['phone']",-33.900003,18.411952,"Entire home/apt",2,1,1,1,1366,4,45,2.7,45,4,1.35,4.5,"f","no"
"23052996","2014/10/28","within an hour",90,66,"f",2,"['email', 'phone']",-33.98487,18.45037,"Entire home/apt",2,1,1,1,950,1,30,1,30,46,2.07,4.8,"f","no"
"702203757","2025/06/19","within an hour",100,85,"f",1,"['email', 'phone']",-33.9105172,18.4136063,"Entire home/apt",4,2,2,0,1597,2,1080,2.2,1125,3,2.5,4.67,"f","no"
"104783172","2016/11/22","within an hour",97,99,"f",35,"['email', 'phone']",-33.8690531,18.58777893,"Private room",2,1,1,1,759,1,365,1,731,1,0.14,5,"t","no"
"3961462","2012/10/24","within an hour",100,100,"f",108,"['phone']",-33.8031362,18.46316096,"Entire home/apt",6,2,3,5,2445,1,1125,4.3,1125,4,0.11,4.75,"t","no"
"470889407","2022/07/22","within an hour",100,99,"t",69,"['email', 'phone']",-33.91237986,18.41952484,"Entire home/apt",4,2,2,2,3345,3,30,2.2,364.1,38,3.44,4.92,"f","no"
"103220366","2016/11/10","within an hour",100,92,"f",6,"['email', 'phone']",-33.9107,18.41986,"Entire home/apt",2,1,1,1,2997,2,365,2.7,365,24,0.33,4.63,"f","no"
"6632498","2013/05/29","within an hour",96,94,"t",75,"['email', 'phone']",-33.96856575,18.38013286,"Entire home/apt",10,4,5,5,15832,3,365,3.9,365,13,1.37,4.92,"f","no"
"598309563","2024/08/26","within an hour",100,91,"t",52,"['email', 'phone']",-33.89954599,18.40750939,"Entire home/apt",4,1,2,3,2692,1,1125,2,1125,5,0.56,4,"f","no"
"250569288","2019/03/22","within a few hours",83,100,"f",3,"['email', 'phone']",-34.1017737,18.3642395,"Entire home/apt",4,2,2,2,2115,2,365,2,365,7,0.78,5,"t","yes"
"27980873","2015/02/19","within an hour",96,97,"f",72,"['email', 'phone']",-33.9173083,18.388356,"Entire home/apt",2,1,1,1,1889,1,365,1,1125,11,0.77,3.91,"t","no"
"99992445","2016/10/17","within an hour",100,96,"t",2,"['email', 'phone']",-33.90835,18.39547,"Entire home/apt",4,1.5,2,3,1916,3,60,16.4,60,243,2.31,4.88,"f","no"
"234482066","2019/01/05","within an hour",100,100,"t",1,"['email', 'phone']",-34.04631,18.48784,"Entire home/apt",2,1,1,1,700,2,45,2,1125,61,1.8,4.97,"f","no"
"53548107","2016/01/06","within a few hours",100,83,"f",1,"['email', 'phone']",-33.9400992,18.5176181,"Entire home/apt",3,2,2,2,1427,3,365,3,365,10,0.59,4.5,"f","no"
"91419915","2016/08/23","within an hour",100,93,"t",1,"['email', 'phone']",-34.06106,18.85193,"Entire home/apt",2,1,0,1,490,2,730,2,730,210,2.34,4.93,"f","no"
"379224044","2020/12/10","within an hour",100,98,"f",3,"['email', 'phone']",-33.89163,18.51653,"Entire home/apt",2,1,1,1,1065,2,365,2.3,1125,84,1.46,4.7,"t","no"
"11506743","2014/01/21","within a few hours",100,82,"t",3,"['email', 'phone']",-34.13762283,18.32834625,"Entire home/apt",2,1.5,1,2,275,12,12,5,12,20,0.21,4.8,"f","no"
"2516354","2012/06/01","within an hour",100,100,"f",85,"['email', 'phone']",-33.92443,18.421,"Entire home/apt",2,1,1,1,1085,1,1125,3.2,1125,3,0.03,4.67,"t","no"
"488733987","2022/11/22","within an hour",91,99,"t",47,"['phone']",-33.9110451,18.3922732,"Entire home/apt",2,1,1,1,1675,1,60,1.9,1125,17,0.52,4.65,"t","no"
"9507255","2013/10/18","within a day",80,40,"f",1,"['email', 'phone']",-33.90868,18.39533,"Entire home/apt",5,3,3,3,2800,14,60,14,60,11,0.09,4.82,"f","yes"
"225667048","2018/11/14","within a few hours",100,100,"f",1,"['email', 'phone']",-34.16469216,18.8603469,"Entire home/apt",4,1,2,3,1450,3,1125,3.4,1125,43,0.52,4.88,"f","no"
"179545175","2018/03/20","within a few hours",100,100,"t",1,"['email', 'phone']",-34.19452,18.44734,"Entire home/apt",4,1,2,2,1400,2,1125,2,1125,126,1.43,4.79,"f","no"
"2204536","2012/04/23","within an hour",100,92,"t",3,"['email', 'phone']",-34.14272,18.43101,"Entire home/apt",4,2,2,3,2609,3,1125,4.1,1125,39,0.4,4.92,"t","no"
"433098832","2021/11/22","within an hour",100,95,"t",3,"['email', 'phone']",-33.71098,18.44693,"Entire home/apt",4,1,2,2,1758,3,30,3.1,1125,4,0.66,5,"f","no"
"553249065","2023/12/29","within a few hours",100,77,"t",2,"['email', 'phone']",-34.1569623,18.8722264,"Entire home/apt",6,2.5,3,4,1209,7,365,4.6,365,7,0.51,5,"f","no"
"34827701","2015/06/02","within a few hours",100,50,"f",2,"['email', 'phone']",-33.86263,18.60707,"Entire home/apt",6,2.5,4,5,2958,3,1125,3,1125,1,0.01,5,"f","yes"
"2204536","2012/04/23","within an hour",100,92,"t",3,"['email', 'phone']",-34.14316,18.42962,"Entire home/apt",2,1,2,1,885,3,1125,4.1,1125,23,0.28,4.74,"t","no"
"545166219","2023/11/06","within an hour",100,100,"t",1,"['email', 'phone']",-33.9241593,18.3818729,"Entire home/apt",2,1,0,1,1018,2,365,2.6,1125,14,0.63,4.57,"f","no"
"572937350","2024/04/18","within an hour",100,100,"f",1,"['email', 'phone']",-33.88975,18.50965,"Entire home/apt",2,1,1,1,1067,2,365,2.3,1125,5,0.38,3.8,"t","no"
"25532992","2015/01/03","within an hour",100,94,"t",6,"['email', 'phone']",-33.922305,18.3844448,"Entire home/apt",2,1,1,1,1129,10,365,12.4,365,8,0.71,5,"f","no"
"7275968","2013/07/04","within a few hours",100,100,"f",2,"['email', 'phone']",-33.93322,18.41967,"Private room",2,1,1,1,1000,3,15,3,1125,92,0.7,4.91,"f","no"
"200990559","2018/07/09","within an hour",80,100,"t",3,"['email', 'phone']",-33.93963,18.42465,"Entire home/apt",2,1,1,1,1052,5,180,5,1125,17,0.76,4.76,"t","no"
"264888179","2019/05/29","within an hour",100,84,"f",17,"['email', 'phone']",-33.91749,18.42464,"Entire home/apt",2,1,1,1,494,2,1080,2.2,1125,5,0.14,4.8,"f","yes"
"442784950","2022/01/30","within a few hours",100,76,"f",5,"['email', 'phone']",-33.9119868,18.4791774,"Private room",1,0.5,1,1,306,3,365,3,365,3,0.7,4.67,"f","no"
"541059730","2023/10/09","within an hour",90,100,"f",1,"['email', 'phone']",-33.9290294,18.42138923,"Entire home/apt",2,1,0,1,859,2,365,2,365,7,3.89,5,"f","no"
"3414037","2012/08/29","within an hour",97,74,"t",35,"['email', 'phone']",-33.91011774,18.41598876,"Entire home/apt",4,2,2,2,7519,2,365,2.3,365,11,1.18,5,"f","no"
